question_id,question,reference_answer,key_points,domain/category,evaluation_criteria
CC0011,"In container orchestration in the cloud: ecs, eks, and kubernetes, how would a cloud architect design an enterprise architecture addressing production challenge 59 for maximum fault tolerance?","To resolve challenge 59 in container orchestration in the cloud: ecs, eks, and kubernetes, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","container orchestration in the cloud: ecs, eks, and kubernetes|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in container orchestration in the cloud: ecs, eks, and kubernetes, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0012,"In infrastructure as code (iac): terraform and cloudformation, how would a cloud architect design an enterprise architecture addressing production challenge 112 for maximum fault tolerance?","To resolve challenge 112 in infrastructure as code (iac): terraform and cloudformation, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.",infrastructure as code (iac): terraform and cloudformation|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover,Cloud Computing,"Evaluates candidate's cloud architecture competence in infrastructure as code (iac): terraform and cloudformation, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0013,"In managed cloud databases: relational (rds, aurora) and nosql (dynamodb), how would a cloud architect design an enterprise architecture addressing production challenge 11 for maximum fault tolerance?","To resolve challenge 11 in managed cloud databases: relational (rds, aurora) and nosql (dynamodb), deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","managed cloud databases: relational (rds, aurora) and nosql (dynamodb)|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in managed cloud databases: relational (rds, aurora) and nosql (dynamodb), focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0014,"In network security: security groups, nacls, and firewalls, how would a cloud architect design an enterprise architecture addressing production challenge 30 for maximum fault tolerance?","To resolve challenge 30 in network security: security groups, nacls, and firewalls, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","network security: security groups, nacls, and firewalls|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in network security: security groups, nacls, and firewalls, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0015,"In container orchestration in the cloud: ecs, eks, and kubernetes, how would a cloud architect design an enterprise architecture addressing production challenge 110 for maximum fault tolerance?","To resolve challenge 110 in container orchestration in the cloud: ecs, eks, and kubernetes, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","container orchestration in the cloud: ecs, eks, and kubernetes|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in container orchestration in the cloud: ecs, eks, and kubernetes, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0016,"In compute: virtual machines, serverless, and auto-scaling, how would a cloud architect design an enterprise architecture addressing production challenge 33 for maximum fault tolerance?","To resolve challenge 33 in compute: virtual machines, serverless, and auto-scaling, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","compute: virtual machines, serverless, and auto-scaling|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in compute: virtual machines, serverless, and auto-scaling, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0017,"In storage: object storage, block storage, and lifecycle policies, how would a cloud architect design an enterprise architecture addressing production challenge 54 for maximum fault tolerance?","To resolve challenge 54 in storage: object storage, block storage, and lifecycle policies, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","storage: object storage, block storage, and lifecycle policies|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in storage: object storage, block storage, and lifecycle policies, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0018,"In compute: virtual machines, serverless, and auto-scaling, how would a cloud architect design an enterprise architecture addressing production challenge 72 for maximum fault tolerance?","To resolve challenge 72 in compute: virtual machines, serverless, and auto-scaling, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","compute: virtual machines, serverless, and auto-scaling|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in compute: virtual machines, serverless, and auto-scaling, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0019,"In cloud cost optimization, right-sizing, and finops, how would a cloud architect design an enterprise architecture addressing production challenge 101 for maximum fault tolerance?","To resolve challenge 101 in cloud cost optimization, right-sizing, and finops, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","cloud cost optimization, right-sizing, and finops|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in cloud cost optimization, right-sizing, and finops, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0020,"In identity and access management (iam): roles, policies, and federation, how would a cloud architect design an enterprise architecture addressing production challenge 96 for maximum fault tolerance?","To resolve challenge 96 in identity and access management (iam): roles, policies, and federation, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","identity and access management (iam): roles, policies, and federation|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in identity and access management (iam): roles, policies, and federation, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0021,"In network security: security groups, nacls, and firewalls, how would a cloud architect design an enterprise architecture addressing production challenge 31 for maximum fault tolerance?","To resolve challenge 31 in network security: security groups, nacls, and firewalls, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","network security: security groups, nacls, and firewalls|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in network security: security groups, nacls, and firewalls, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0022,"In caching in the cloud: in-memory datastores and cdns, how would a cloud architect design an enterprise architecture addressing production challenge 65 for maximum fault tolerance?","To resolve challenge 65 in caching in the cloud: in-memory datastores and cdns, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.",caching in the cloud: in-memory datastores and cdns|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover,Cloud Computing,"Evaluates candidate's cloud architecture competence in caching in the cloud: in-memory datastores and cdns, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0023,"In identity and access management (iam): roles, policies, and federation, how would a cloud architect design an enterprise architecture addressing production challenge 105 for maximum fault tolerance?","To resolve challenge 105 in identity and access management (iam): roles, policies, and federation, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","identity and access management (iam): roles, policies, and federation|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in identity and access management (iam): roles, policies, and federation, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0024,"In cloud regions, availability zones, and global infrastructure, how would a cloud architect design an enterprise architecture addressing production challenge 10 for maximum fault tolerance?","To resolve challenge 10 in cloud regions, availability zones, and global infrastructure, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","cloud regions, availability zones, and global infrastructure|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in cloud regions, availability zones, and global infrastructure, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0025,"In cloud security: encryption, key management (kms), and secrets, how would a cloud architect design an enterprise architecture addressing production challenge 58 for maximum fault tolerance?","To resolve challenge 58 in cloud security: encryption, key management (kms), and secrets, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","cloud security: encryption, key management (kms), and secrets|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in cloud security: encryption, key management (kms), and secrets, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0026,"In compute: virtual machines, serverless, and auto-scaling, how would a cloud architect design an enterprise architecture addressing production challenge 5 for maximum fault tolerance?","To resolve challenge 5 in compute: virtual machines, serverless, and auto-scaling, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","compute: virtual machines, serverless, and auto-scaling|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in compute: virtual machines, serverless, and auto-scaling, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0027,"In network security: security groups, nacls, and firewalls, how would a cloud architect design an enterprise architecture addressing production challenge 57 for maximum fault tolerance?","To resolve challenge 57 in network security: security groups, nacls, and firewalls, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","network security: security groups, nacls, and firewalls|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in network security: security groups, nacls, and firewalls, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0028,"In storage: object storage, block storage, and lifecycle policies, how would a cloud architect design an enterprise architecture addressing production challenge 123 for maximum fault tolerance?","To resolve challenge 123 in storage: object storage, block storage, and lifecycle policies, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","storage: object storage, block storage, and lifecycle policies|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in storage: object storage, block storage, and lifecycle policies, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0029,"In managed cloud databases: relational (rds, aurora) and nosql (dynamodb), how would a cloud architect design an enterprise architecture addressing production challenge 39 for maximum fault tolerance?","To resolve challenge 39 in managed cloud databases: relational (rds, aurora) and nosql (dynamodb), deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","managed cloud databases: relational (rds, aurora) and nosql (dynamodb)|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in managed cloud databases: relational (rds, aurora) and nosql (dynamodb), focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0030,"In network security: security groups, nacls, and firewalls, how would a cloud architect design an enterprise architecture addressing production challenge 39 for maximum fault tolerance?","To resolve challenge 39 in network security: security groups, nacls, and firewalls, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","network security: security groups, nacls, and firewalls|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in network security: security groups, nacls, and firewalls, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0031,"In infrastructure as code (iac): terraform and cloudformation, how would a cloud architect design an enterprise architecture addressing production challenge 78 for maximum fault tolerance?","To resolve challenge 78 in infrastructure as code (iac): terraform and cloudformation, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.",infrastructure as code (iac): terraform and cloudformation|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover,Cloud Computing,"Evaluates candidate's cloud architecture competence in infrastructure as code (iac): terraform and cloudformation, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0032,"In identity and access management (iam): roles, policies, and federation, how would a cloud architect design an enterprise architecture addressing production challenge 99 for maximum fault tolerance?","To resolve challenge 99 in identity and access management (iam): roles, policies, and federation, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","identity and access management (iam): roles, policies, and federation|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in identity and access management (iam): roles, policies, and federation, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0033,"In container orchestration in the cloud: ecs, eks, and kubernetes, how would a cloud architect design an enterprise architecture addressing production challenge 62 for maximum fault tolerance?","To resolve challenge 62 in container orchestration in the cloud: ecs, eks, and kubernetes, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","container orchestration in the cloud: ecs, eks, and kubernetes|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in container orchestration in the cloud: ecs, eks, and kubernetes, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0034,"In identity and access management (iam): roles, policies, and federation, how would a cloud architect design an enterprise architecture addressing production challenge 118 for maximum fault tolerance?","To resolve challenge 118 in identity and access management (iam): roles, policies, and federation, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","identity and access management (iam): roles, policies, and federation|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in identity and access management (iam): roles, policies, and federation, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0035,"In cloud computing fundamentals (iaas, paas, saas), how would a cloud architect design an enterprise architecture addressing production challenge 13 for maximum fault tolerance?","To resolve challenge 13 in cloud computing fundamentals (iaas, paas, saas), deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","cloud computing fundamentals (iaas, paas, saas)|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in cloud computing fundamentals (iaas, paas, saas), focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0036,"In compute: virtual machines, serverless, and auto-scaling, how would a cloud architect design an enterprise architecture addressing production challenge 44 for maximum fault tolerance?","To resolve challenge 44 in compute: virtual machines, serverless, and auto-scaling, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","compute: virtual machines, serverless, and auto-scaling|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in compute: virtual machines, serverless, and auto-scaling, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0037,"In network security: security groups, nacls, and firewalls, how would a cloud architect design an enterprise architecture addressing production challenge 72 for maximum fault tolerance?","To resolve challenge 72 in network security: security groups, nacls, and firewalls, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","network security: security groups, nacls, and firewalls|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in network security: security groups, nacls, and firewalls, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0038,"In cloud security: encryption, key management (kms), and secrets, how would a cloud architect design an enterprise architecture addressing production challenge 72 for maximum fault tolerance?","To resolve challenge 72 in cloud security: encryption, key management (kms), and secrets, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","cloud security: encryption, key management (kms), and secrets|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in cloud security: encryption, key management (kms), and secrets, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0039,"In managed cloud databases: relational (rds, aurora) and nosql (dynamodb), how would a cloud architect design an enterprise architecture addressing production challenge 66 for maximum fault tolerance?","To resolve challenge 66 in managed cloud databases: relational (rds, aurora) and nosql (dynamodb), deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","managed cloud databases: relational (rds, aurora) and nosql (dynamodb)|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in managed cloud databases: relational (rds, aurora) and nosql (dynamodb), focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0040,"In infrastructure as code (iac): terraform and cloudformation, how would a cloud architect design an enterprise architecture addressing production challenge 123 for maximum fault tolerance?","To resolve challenge 123 in infrastructure as code (iac): terraform and cloudformation, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.",infrastructure as code (iac): terraform and cloudformation|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover,Cloud Computing,"Evaluates candidate's cloud architecture competence in infrastructure as code (iac): terraform and cloudformation, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0041,"In cloud cost optimization, right-sizing, and finops, how would a cloud architect design an enterprise architecture addressing production challenge 50 for maximum fault tolerance?","To resolve challenge 50 in cloud cost optimization, right-sizing, and finops, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","cloud cost optimization, right-sizing, and finops|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in cloud cost optimization, right-sizing, and finops, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0042,"In cloud computing fundamentals (iaas, paas, saas), how would a cloud architect design an enterprise architecture addressing production challenge 108 for maximum fault tolerance?","To resolve challenge 108 in cloud computing fundamentals (iaas, paas, saas), deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","cloud computing fundamentals (iaas, paas, saas)|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in cloud computing fundamentals (iaas, paas, saas), focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0043,"In storage: object storage, block storage, and lifecycle policies, how would a cloud architect design an enterprise architecture addressing production challenge 65 for maximum fault tolerance?","To resolve challenge 65 in storage: object storage, block storage, and lifecycle policies, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","storage: object storage, block storage, and lifecycle policies|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in storage: object storage, block storage, and lifecycle policies, focusing on resilient infrastructure design, security compliance, and operational reliability."
CC0044,"In cloud regions, availability zones, and global infrastructure, how would a cloud architect design an enterprise architecture addressing production challenge 116 for maximum fault tolerance?","To resolve challenge 116 in cloud regions, availability zones, and global infrastructure, deploy across multiple Availability Zones with automated health checks and auto-scaling, implement least-privilege IAM policies and KMS envelope encryption, establish automated Terraform IaC pipelines, and configure continuous monitoring with automated failover alarms.","cloud regions, availability zones, and global infrastructure|multi-AZ deployment|least privilege IAM|Terraform IaC|automated failover",Cloud Computing,"Evaluates candidate's cloud architecture competence in cloud regions, availability zones, and global infrastructure, focusing on resilient infrastructure design, security compliance, and operational reliability."
